timestamp_us,I_mV,II_mV,III_mV,aVR_mV,aVL_mV,aVF_mV,V1_mV,V2_mV,V3_mV,V4_mV,V5_mV,V6_mV,gain
36328843,-1.282549,-3.627777,-2.345228,2.455163,0.531340,-2.986503,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36330839,-1.310778,-3.613091,-2.302313,2.461934,0.495768,-2.957702,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36332836,-1.327467,-3.609657,-2.282190,2.468562,0.477362,-2.945924,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36334833,-1.336288,-3.607130,-2.270842,2.471709,0.467277,-2.938986,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36336829,-1.320457,-3.608513,-2.288055,2.464485,0.483799,-2.948284,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36338826,-1.269579,-3.596735,-2.327156,2.433157,0.528789,-2.961946,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36340822,-1.232195,-3.592205,-2.360010,2.412200,0.563908,-2.976108,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36342819,-1.203012,-3.598261,-2.395248,2.400637,0.596118,-2.996755,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36344816,-1.199198,-3.599024,-2.399826,2.399111,0.600314,-2.999425,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36346812,-1.224947,-3.593493,-2.368546,2.409220,0.571799,-2.981019,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36348809,-1.267672,-3.591824,-2.324152,2.429748,0.528240,-2.957988,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
36350806,-1.306152,-3.583288,-2.277136,2.444720,0.485492,-2.930212,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,-400.000000,6
